LFP35 GE76   1.5000E-04
LFP35 AS75   7.0000E-05
LFP35 SE77   2.9000E-04
LFP35 SE78   5.6000E-04
LFP35 SE79   9.1000E-04
LFP35 SE80   1.5100E-03
LFP35 SE82   3.9000E-03
LFP35 BR81   2.4600E-03
LFP35 KR82   6.0000E-05
LFP35 KR83   6.0100E-03
LFP35 KR84   1.0840E-02
LFP35 KR85   1.3800E-02
LFP35 KR86   1.9280E-02
LFP35 RB85   2.9000E-04
LFP35 RB86   1.0000E-05
LFP35 RB87   2.5480E-02
LFP35 SR86   4.0000E-05
LFP35 SR88   3.6410E-02
LFP35 SR89   1.2780E-02
LFP35 SR90   5.0750E-02
LFP35 Y89    3.1560E-02
LFP35 Y91    1.7630E-02
LFP35 ZR90   4.3000E-04
LFP35 ZR91   3.5320E-02
LFP35 ZR92   5.6390E-02
LFP35 ZR93   5.9640E-02
LFP35 ZR94   6.4490E-02
LFP35 ZR95   2.3150E-02
LFP35 ZR96   6.5530E-02
LFP35 NB95   1.1460E-02
LFP35 MO95   2.9250E-02
LFP35 MO96   6.0000E-04
LFP35 MO97   5.8480E-02
LFP35 MO98   6.1360E-02
LFP35 MO99   9.1000E-04
LFP35 MO100  6.3550E-02
LFP35 TC99   5.3490E-02
LFP35 RU100  1.5200E-03
LFP35 RU101  5.3270E-02
LFP35 RU102  4.8160E-02
LFP35 RU103  7.9600E-03
LFP35 RU104  2.3660E-02
LFP35 RU106  3.6500E-03
LFP35 RH103  2.5090E-02
LFP35 RH105  1.3000E-04
LFP35 PD104  6.7000E-04
LFP35 PD105  1.4260E-02
LFP35 PD106  1.4900E-03
LFP35 PD107  1.7200E-03
LFP35 PD108  7.8000E-04
LFP35 PD110  4.5000E-04
LFP35 AG109  5.4000E-04
LFP35 AG111  1.0000E-05
LFP35 CD110  1.0000E-05
LFP35 CD111  2.7000E-04
LFP35 CD112  3.9000E-04
LFP35 CD113  3.4000E-04
LFP35 CD114  3.4000E-04
LFP35 CD115M 1.0000E-05
LFP35 CD116  3.6000E-04
LFP35 IN115  2.0000E-04
LFP35 SN115  1.0000E-05
LFP35 SN117  3.7000E-04
LFP35 SN118  3.9000E-04
LFP35 SN119  4.2000E-04
LFP35 SN120  4.4000E-04
LFP35 SN122  4.8000E-04
LFP35 SN123  3.0000E-04
LFP35 SN124  6.0000E-04
LFP35 SN125  4.0000E-05
LFP35 SN126  1.0400E-03
LFP35 SB121  4.5000E-04
LFP35 SB123  2.4000E-04
LFP35 SB125  6.3000E-04
LFP35 SB126  1.0000E-05
LFP35 TE122  1.0000E-05
LFP35 TE125  5.0000E-05
LFP35 TE126  6.0000E-05
LFP35 TE127M 1.7000E-04
LFP35 TE128  3.2100E-03
LFP35 TE129M 1.0800E-03
LFP35 TE130  1.4390E-02
LFP35 TE132  8.9000E-04
LFP35 I127   1.7400E-03
LFP35 I129   4.4200E-03
LFP35 I131   1.5300E-03
LFP35 XE128  5.0000E-05
LFP35 XE130  8.0000E-05
LFP35 XE131  3.0630E-02
LFP35 XE132  4.7610E-02
LFP35 XE133  2.0600E-03
LFP35 XE134  7.1550E-02
LFP35 XE136  5.9930E-02
LFP35 CS133  6.2930E-02
LFP35 CS134  1.6900E-03
LFP35 CS135  6.3930E-02
LFP35 CS136  4.0000E-05
LFP35 CS137  6.2280E-02
LFP35 BA134  1.4000E-04
LFP35 BA136  2.4000E-04
LFP35 BA137  4.7000E-04
LFP35 BA138  6.6920E-02
LFP35 BA140  4.3300E-03
LFP35 LA139  7.0870E-02
LFP35 LA140  5.7000E-04
LFP35 CE140  5.3220E-02
LFP35 CE141  1.1780E-02
LFP35 CE142  5.8780E-02
LFP35 CE143  4.8000E-04
LFP35 CE144  3.8490E-02
LFP35 PR141  4.8540E-02
LFP35 PR143  4.6700E-03
LFP35 ND142  2.8000E-04
LFP35 ND143  5.2700E-02
LFP35 ND144  1.3010E-02
LFP35 ND145  3.7780E-02
LFP35 ND146  3.0160E-02
LFP35 ND147  1.3300E-03
LFP35 ND148  1.6910E-02
LFP35 ND150  7.1500E-03
LFP35 PM147  1.6510E-02
LFP35 PM148  4.0000E-05
LFP35 PM148M 2.0000E-04
LFP35 PM149  1.5000E-04
LFP35 SM147  1.3500E-03
LFP35 SM148  8.6000E-04
LFP35 SM149  1.0170E-02
LFP35 SM150  7.6000E-04
LFP35 SM151  4.0000E-03
LFP35 SM152  3.5000E-03
LFP35 SM153  2.0000E-05
LFP35 SM154  9.7000E-04
LFP35 EU153  1.8200E-03
LFP35 EU154  2.0000E-04
LFP35 EU155  3.4000E-04
LFP35 EU156  2.0000E-05
LFP35 GD155  1.0000E-05
LFP35 GD156  1.7000E-04
LFP35 GD157  7.0000E-05
LFP35 GD158  6.0000E-05
LFP35 GD160  1.0000E-05
LFP35 TB159  3.0000E-05
LFP38 GE76   1.0000E-05
LFP38 SE77   4.0000E-05
LFP38 SE78   1.4000E-04
LFP38 SE79   4.0000E-04
LFP38 SE80   8.7000E-04
LFP38 SE82   2.5000E-03
LFP38 BR81   1.5700E-03
LFP38 KR82   3.0000E-05
LFP38 KR83   3.9000E-03
LFP38 KR84   5.5900E-03
LFP38 KR85   7.1500E-03
LFP38 KR86   1.3820E-02
LFP38 RB85   1.5000E-04
LFP38 RB87   1.7000E-02
LFP38 SR88   2.1020E-02
LFP38 SR89   9.5600E-03
LFP38 SR90   3.1150E-02
LFP38 Y89    2.2020E-02
LFP38 Y91    1.3320E-02
LFP38 ZR90   2.6000E-04
LFP38 ZR91   2.4990E-02
LFP38 ZR92   4.3120E-02
LFP38 ZR93   4.7000E-02
LFP38 ZR94   5.1070E-02
LFP38 ZR95   2.0630E-02
LFP38 ZR96   5.7440E-02
LFP38 NB95   9.9100E-03
LFP38 MO95   2.4170E-02
LFP38 MO96   2.5000E-04
LFP38 MO97   5.8040E-02
LFP38 MO98   6.1270E-02
LFP38 MO99   1.1200E-03
LFP38 MO100  6.1510E-02
LFP38 TC99   6.0070E-02
LFP38 RU100  1.6500E-03
LFP38 RU101  5.9440E-02
LFP38 RU102  6.3610E-02
LFP38 RU103  1.4790E-02
LFP38 RU104  5.7020E-02
LFP38 RU106  2.3370E-02
LFP38 RH103  4.3460E-02
LFP38 RH105  3.4000E-04
LFP38 PD104  1.1200E-03
LFP38 PD105  3.3480E-02
LFP38 PD106  6.7900E-03
LFP38 PD107  1.2340E-02
LFP38 PD108  6.8400E-03
LFP38 PD110  1.3900E-03
LFP38 AG109  2.0100E-03
LFP38 AG111  4.0000E-05
LFP38 CD110  5.0000E-05
LFP38 CD111  7.3000E-04
LFP38 CD112  7.1000E-04
LFP38 CD113  5.5000E-04
LFP38 CD114  4.6000E-04
LFP38 CD115M 1.0000E-05
LFP38 CD116  3.5000E-04
LFP38 IN115  3.7000E-04
LFP38 SN115  2.0000E-05
LFP38 SN116  1.0000E-05
LFP38 SN117  3.4000E-04
LFP38 SN118  3.4000E-04
LFP38 SN119  3.4000E-04
LFP38 SN120  3.4000E-04
LFP38 SN122  3.7000E-04
LFP38 SN123  2.2000E-04
LFP38 SN124  4.2000E-04
LFP38 SN125  5.0000E-05
LFP38 SN126  1.0000E-03
LFP38 SB121  3.5000E-04
LFP38 SB123  1.7000E-04
LFP38 SB125  6.6000E-04
LFP38 TE122  1.0000E-05
LFP38 TE125  5.0000E-05
LFP38 TE126  1.0000E-05
LFP38 TE127M 1.3000E-04
LFP38 TE128  5.0600E-03
LFP38 TE129M 1.8900E-03
LFP38 TE130  1.9590E-02
LFP38 TE132  9.5000E-04
LFP38 I127   1.3200E-03
LFP38 I129   7.1300E-03
LFP38 I131   1.8500E-03
LFP38 XE128  3.0000E-05
LFP38 XE130  1.2000E-04
LFP38 XE131  3.3910E-02
LFP38 XE132  4.5460E-02
LFP38 XE133  1.8400E-03
LFP38 XE134  6.1720E-02
LFP38 XE136  6.2920E-02
LFP38 CS133  5.1520E-02
LFP38 CS134  1.2000E-03
LFP38 CS135  5.6270E-02
LFP38 CS136  3.0000E-05
LFP38 CS137  6.9490E-02
LFP38 BA134  8.0000E-05
LFP38 BA136  1.6000E-04
LFP38 BA137  5.1000E-04
LFP38 BA138  6.4770E-02
LFP38 BA140  4.9300E-03
LFP38 LA139  6.0830E-02
LFP38 LA140  6.5000E-04
LFP38 CE140  5.5060E-02
LFP38 CE141  1.1240E-02
LFP38 CE142  5.0540E-02
LFP38 CE143  4.2000E-04
LFP38 CE144  3.4240E-02
LFP38 PR141  4.2770E-02
LFP38 PR143  4.0300E-03
LFP38 ND142  2.4000E-04
LFP38 ND143  4.1630E-02
LFP38 ND144  1.1040E-02
LFP38 ND145  4.0860E-02
LFP38 ND146  3.8970E-02
LFP38 ND147  1.8600E-03
LFP38 ND148  2.3590E-02
LFP38 ND150  1.4640E-02
LFP38 PM147  2.1310E-02
LFP38 PM148  5.0000E-05
LFP38 PM148M 2.5000E-04
LFP38 PM149  2.5000E-04
LFP38 SM147  1.6800E-03
LFP38 SM148  1.0400E-03
LFP38 SM149  1.6200E-02
LFP38 SM150  1.1700E-03
LFP38 SM151  9.2800E-03
LFP38 SM152  7.5100E-03
LFP38 SM153  6.0000E-05
LFP38 SM154  2.1300E-03
LFP38 EU153  3.9000E-03
LFP38 EU154  4.2000E-04
LFP38 EU155  1.0500E-03
LFP38 EU156  9.0000E-05
LFP38 GD154  1.0000E-05
LFP38 GD155  4.0000E-05
LFP38 GD156  7.1000E-04
LFP38 GD157  2.7000E-04
LFP38 GD158  2.1000E-04
LFP38 GD160  3.0000E-05
LFP38 TB159  8.0000E-05
LFP38 DY161  1.0000E-05
LFP39 GE76   1.1000E-04
LFP39 SE77   1.3000E-04
LFP39 SE78   3.5000E-04
LFP39 SE79   5.3000E-04
LFP39 SE80   9.0000E-04
LFP39 SE82   2.3500E-03
LFP39 BR81   1.3700E-03
LFP39 KR82   6.0000E-05
LFP39 KR83   3.4800E-03
LFP39 KR84   5.6500E-03
LFP39 KR85   6.5500E-03
LFP39 KR86   8.7800E-03
LFP39 RB85   1.4000E-04
LFP39 RB87   1.1500E-02
LFP39 SR86   1.0000E-05
LFP39 SR88   1.4210E-02
LFP39 SR89   5.4300E-03
LFP39 SR90   1.8750E-02
LFP39 Y89    1.2850E-02
LFP39 Y91    8.6400E-03
LFP39 ZR90   1.6000E-04
LFP39 ZR91   1.6600E-02
LFP39 ZR92   3.0610E-02
LFP39 ZR93   3.7910E-02
LFP39 ZR94   4.2740E-02
LFP39 ZR95   1.7570E-02
LFP39 ZR96   4.9390E-02
LFP39 NB95   8.5400E-03
LFP39 MO95   2.1180E-02
LFP39 MO96   2.5000E-04
LFP39 MO97   5.2000E-02
LFP39 MO98   5.6500E-02
LFP39 MO99   9.9000E-04
LFP39 MO100  6.4390E-02
LFP39 TC99   5.5000E-02
LFP39 RU100  1.5300E-03
LFP39 RU101  6.3870E-02
LFP39 RU102  6.8340E-02
LFP39 RU103  1.5920E-02
LFP39 RU104  6.4990E-02
LFP39 RU106  3.3780E-02
LFP39 RH103  4.8100E-02
LFP39 RH105  4.8000E-04
LFP39 PD104  1.2600E-03
LFP39 PD105  4.8370E-02
LFP39 PD106  1.1050E-02
LFP39 PD107  3.0830E-02
LFP39 PD108  2.4150E-02
LFP39 PD110  9.2300E-03
LFP39 AG109  1.6320E-02
LFP39 AG111  2.1000E-04
LFP39 CD110  4.2000E-04
LFP39 CD111  4.1000E-03
LFP39 CD112  1.3500E-03
LFP39 CD113  9.1000E-04
LFP39 CD114  1.0000E-03
LFP39 CD115M 8.0000E-05
LFP39 CD116  6.4000E-04
LFP39 IN115  8.9000E-04
LFP39 SN115  4.0000E-05
LFP39 SN116  2.0000E-05
LFP39 SN117  6.4000E-04
LFP39 SN118  6.5000E-04
LFP39 SN119  6.6000E-04
LFP39 SN120  6.7000E-04
LFP39 SN122  6.9000E-04
LFP39 SN123  3.9000E-04
LFP39 SN124  1.2000E-03
LFP39 SN125  1.1000E-04
LFP39 SN126  3.0300E-03
LFP39 SB121  6.6000E-04
